epoch,loss,val_loss,val_x_pred_categorical_accuracy,val_x_pred_loss,val_x_pred_vae_anneal_metric,val_z_mean_log_var_loss,x_pred_categorical_accuracy,x_pred_loss,x_pred_vae_anneal_metric,z_mean_log_var_loss
0,1.3623643965715706,8.265481160611522,0.4871924817562103,8.265481948852539,3.701717332660337e-07,0.9584935903549194,0.5794147253036499,1.3623634576797485,3.701716480009054e-07,1.0060445070266724
1,0.7945090926276674,5.702953635429849,0.6461751461029053,5.702953338623047,6.168549475660257e-07,1.0301196575164795,0.7432059049606323,0.7945086359977722,6.168526738292712e-07,1.1072057485580444
2,0.5580015182834165,4.715287442110022,0.7074519991874695,4.7152862548828125,1.0279255775458296e-06,1.0186748504638672,0.8107913136482239,0.5580006241798401,1.0279345588060096e-06,1.1224592924118042
3,0.45691726855993,3.9867586213715223,0.7526534199714661,3.9867570400238037,1.7129347043010057e-06,0.9817970991134644,0.8429553508758545,0.4569155275821686,1.7129349316746811e-06,1.0778614282608032
4,0.3895690290933312,3.6047998642434878,0.7763510346412659,3.60479736328125,2.854428885257221e-06,0.9286641478538513,0.8644345998764038,0.3895661532878876,2.8544313863676507e-06,1.017020583152771
5,0.3411804736677697,3.1779616292642086,0.8028330206871033,3.17795729637146,4.756613179779379e-06,0.8536892533302307,0.8797684907913208,0.3411758542060852,4.756566795549588e-06,0.9437400102615356
6,0.3077666821875805,2.920124722986805,0.8188298940658569,2.920118570327759,7.926384569145739e-06,0.7938501834869385,0.8903632760047913,0.30775973200798035,7.926455509732477e-06,0.8785292506217957
7,0.2773371311720456,2.663325623590119,0.834762454032898,2.663316011428833,1.3208474229031708e-05,0.7346758246421814,0.9001935124397278,0.2773263454437256,1.3208329619374126e-05,0.8163169622421265
8,0.2545362872509148,2.462273359298706,0.8472365140914917,2.4622583389282227,2.2010404791217297e-05,0.687995433807373,0.9075345993041992,0.25451964139938354,2.2010312022757716e-05,0.7593662142753601
9,0.23301565542020353,2.3234570658936793,0.8558495044708252,2.3234331607818604,3.667757482617162e-05,0.6401258111000061,0.9148436188697815,0.23298951983451843,3.6677432944998145e-05,0.7101941704750061
10,0.2185735640807906,2.2034191525712306,0.863297700881958,2.2033820152282715,6.111803668318316e-05,0.5996688604354858,0.919539213180542,0.21853262186050415,6.111738184699789e-05,0.6694539785385132
11,0.20294463693824374,2.0416961154159234,0.873332679271698,2.041638135910034,0.00010184289567405358,0.5706014633178711,0.925088107585907,0.20287993550300598,0.00010184214625041932,0.6363040208816528
12,0.19089018359390406,1.9477475188216384,0.8791635632514954,1.9476548433303833,0.00016969931311905384,0.5454040169715881,0.9292005300521851,0.19078883528709412,0.00016969942953437567,0.5971431136131287
13,0.17865656323061327,1.8630301745570437,0.8844228386878967,1.8628861904144287,0.0002827550924848765,0.5101755261421204,0.9336035251617432,0.17849813401699066,0.00028275258955545723,0.56031334400177
14,0.172123721672542,1.7394195004385344,0.8920972943305969,1.7391880750656128,0.0004710937791969627,0.49214988946914673,0.9361563324928284,0.17187102138996124,0.00047109214938245714,0.5363242030143738
15,0.1612579746423999,1.640531108087423,0.8982402682304382,1.640175223350525,0.0007847846136428416,0.45339059829711914,0.9402562975883484,0.16086408495903015,0.0007847928209230304,0.5018991231918335
16,0.15784694150988696,1.625738456541178,0.8991715908050537,1.6251634359359741,0.0013070832937955856,0.4394262135028839,0.9417113065719604,0.15722055733203888,0.001307081081904471,0.4792765974998474
17,0.14414955528963683,1.468713357740519,0.908930242061615,1.4678425788879395,0.0021762249525636435,0.4004076421260834,0.9469228982925415,0.1431814432144165,0.0021761965472251177,0.4448728561401367
18,0.14277305837140014,1.4489628356330249,0.9101879000663757,1.4476019144058228,0.003621210576966405,0.3757551908493042,0.9477283358573914,0.14128214120864868,0.0036211751867085695,0.41169261932373047
19,0.1338001685100475,1.3903345319689537,0.9138631820678711,1.3883638381958008,0.006019854452461004,0.32739248871803284,0.9512385129928589,0.13155171275138855,0.006019891705363989,0.37351325154304504
20,0.12878745159428817,1.2980084978804296,0.9196392893791199,1.2952327728271484,0.009991406463086605,0.2778298556804657,0.9534843564033508,0.12556146085262299,0.00999132078140974,0.322874516248703
21,0.12473444110026267,1.2562915196224136,0.9222927093505859,1.252495527267456,0.016539545729756355,0.22952984273433685,0.9555357694625854,0.12025146186351776,0.016539569944143295,0.27104344964027405
22,0.12392788380384445,1.251558472307361,0.9226619005203247,1.2465444803237915,0.027261018753051758,0.1839258074760437,0.956419050693512,0.11788561940193176,0.02726113796234131,0.22164864838123322
23,0.12213284252751809,1.2056651535082836,0.9256035685539246,1.1991305351257324,0.0446171797811985,0.14645735919475555,0.9580716490745544,0.11423593759536743,0.04461699351668358,0.1769930124282837
24,0.11942465601656353,1.1634729322122068,0.9283260703086853,1.1552488803863525,0.07220319658517838,0.11390181630849838,0.9598277807235718,0.1091240718960762,0.07220381498336792,0.1426612138748169
25,0.12668968380277337,1.199872871442717,0.9263205528259277,1.1875747442245483,0.11479594558477402,0.10713058710098267,0.9589577913284302,0.11221902072429657,0.11479711532592773,0.12605510652065277
26,0.13492789984054532,1.1478185550290712,0.9298552870750427,1.130601167678833,0.1777018904685974,0.09688839316368103,0.9581127762794495,0.11421477049589157,0.17770268023014069,0.1165611743927002
27,0.1488578369813432,1.3380275611974755,0.9185221791267395,1.3132693767547607,0.26476845145225525,0.09350895136594772,0.9560228586196899,0.12084612995386124,0.26476970314979553,0.10579738765954971
28,0.1538808087355312,1.1688564930643355,0.9291025996208191,1.1427332162857056,0.3750378489494324,0.06965537369251251,0.9560791254043579,0.11989268660545349,0.3750334680080414,0.09062585234642029
29,0.16378650699866104,1.290359718458993,0.9219497442245483,1.2579923868179321,0.5,0.06473425775766373,0.9540324807167053,0.12679357826709747,0.5,0.07398587465286255
30,0.1610836076960222,1.1879033920716267,0.9280878901481628,1.159026026725769,0.6249620318412781,0.04620668292045593,0.9553273320198059,0.12251640111207962,0.6249656081199646,0.06171131134033203
31,0.15972731014940383,1.128337303594667,0.9317989349365234,1.0992738008499146,0.7352321147918701,0.039529912173748016,0.9558714628219604,0.12185004353523254,0.7352298498153687,0.05151737481355667
