epoch,loss,val_loss,val_x_pred_categorical_accuracy,val_x_pred_loss,val_x_pred_vae_anneal_metric,val_z_mean_log_var_loss,x_pred_categorical_accuracy,x_pred_loss,x_pred_vae_anneal_metric,z_mean_log_var_loss
0,1.1262478006498997,7.230207729833731,0.5514233112335205,7.230206489562988,3.7017170484432427e-07,1.1500564813613892,0.6504209637641907,1.1262478828430176,3.70178554476297e-07,1.3043179512023926
1,0.8371434584991702,7.2075308666328075,0.5528307557106018,7.207530975341797,6.168552886265388e-07,1.0567220449447632,0.7355392575263977,0.8371421098709106,6.168447725940496e-07,1.3778895139694214
2,0.7276556403357332,6.955453956683065,0.5684692859649658,6.955451965332031,1.027928306029935e-06,1.2701603174209595,0.7641728520393372,0.7276540398597717,1.0279408115820843e-06,1.3686493635177612
3,0.6467644163186257,6.597784674847064,0.5906598567962646,6.597780704498291,1.7129349316746811e-06,1.2870572805404663,0.7871814966201782,0.6467622518539429,1.7129349316746811e-06,1.428415060043335
4,0.5682690903191481,6.200380592148539,0.6153148412704468,6.200377941131592,2.85442592939944e-06,1.1397379636764526,0.8113467693328857,0.5682647824287415,2.85446685666102e-06,1.3285365104675293
5,0.48333353138190344,5.605992003426033,0.6521927714347839,5.605989933013916,4.756613179779379e-06,0.9082857966423035,0.8385317921638489,0.48332852125167847,4.756623184221098e-06,1.1080187559127808
6,0.40317895512646984,4.8529882529856625,0.6989110708236694,4.852983474731445,7.926378202682827e-06,0.7077348828315735,0.8659863471984863,0.40317174792289734,7.926470061647706e-06,0.8743375539779663
7,0.33885885541801297,4.206021102598911,0.7390503287315369,4.206012725830078,1.3208477867010515e-05,0.5487459897994995,0.8869214057922363,0.3388499319553375,1.3208175914769527e-05,0.6743431091308594
8,0.2928007225953107,3.757376082820596,0.7668853998184204,3.757366180419922,2.20104066102067e-05,0.46391648054122925,0.9017532467842102,0.29278865456581116,2.2010253815096803e-05,0.5387537479400635
9,0.2524501024419899,3.427338358034124,0.7873616218566895,3.4273245334625244,3.667747296276502e-05,0.3944489359855652,0.9147788882255554,0.25243356823921204,3.667830605991185e-05,0.45358914136886597
10,0.222721657781915,3.161399838837935,0.8038617372512817,3.1613776683807373,6.111803668318316e-05,0.35828760266304016,0.9243807792663574,0.22269795835018158,6.111725087976083e-05,0.3882881999015808
11,0.19516773181867902,2.674825160614567,0.8340495228767395,2.6747958660125732,0.00010184272105107084,0.29047879576683044,0.9333629012107849,0.1951330602169037,0.00010184423445025459,0.3384591341018677
12,0.17349775485018648,2.4306865615548245,0.849198043346405,2.4306437969207764,0.00016969957505352795,0.2551749050617218,0.9405696392059326,0.17344734072685242,0.00016969697026070207,0.29724374413490295
