epoch,loss,val_loss,val_x_pred_categorical_accuracy,val_x_pred_loss,val_x_pred_vae_anneal_metric,val_z_mean_log_var_loss,x_pred_categorical_accuracy,x_pred_loss,x_pred_vae_anneal_metric,z_mean_log_var_loss
0,0.7849336807678282,4.694654768163508,0.708733856678009,4.6946539878845215,3.7017170484432427e-07,1.014583945274353,0.7667271494865417,0.7849330306053162,3.7017917975390446e-07,1.1065937280654907
1,0.4649729249953956,3.7700782869801377,0.7660964727401733,3.7700774669647217,6.168553454699577e-07,0.7727463245391846,0.8557313084602356,0.4649719297885895,6.168459094624268e-07,0.9640213847160339
2,0.32486472097693503,3.0016294356548423,0.8137726187705994,3.0016298294067383,1.0279284197167726e-06,0.5320731997489929,0.8965054154396057,0.32486414909362793,1.027940925268922e-06,0.6762527823448181
3,0.2543040617656199,2.443831094587692,0.8483796119689941,2.443830728530884,1.7129349316746811e-06,0.4102523624897003,0.9176917672157288,0.25430330634117126,1.7129349316746811e-06,0.4908675253391266
4,0.20154821810797316,2.0058687130610147,0.8755514621734619,2.0058674812316895,2.854426384146791e-06,0.31629669666290283,0.9343881011009216,0.2015470415353775,2.8544677661557216e-06,0.38526684045791626
5,0.1694453212315952,1.66733271967281,0.896555483341217,1.6673309803009033,4.756613179779379e-06,0.27502208948135376,0.944572389125824,0.16944395005702972,4.756613179779379e-06,0.3227458596229553
6,0.14030703299002725,1.4271737433443166,0.911455512046814,1.4271718263626099,7.926377293188125e-06,0.2243657410144806,0.9537104368209839,0.14030486345291138,7.926470971142408e-06,0.2689591646194458
7,0.1191519404908434,1.2206871617924084,0.9242661595344543,1.220684289932251,1.3208477867010515e-05,0.19609463214874268,0.9605226516723633,0.11914901435375214,1.3208171367296018e-05,0.2201569378376007
8,0.1038957006229503,0.9563766359680831,0.9406645894050598,0.9563729763031006,2.20104066102067e-05,0.1676204800605774,0.9655413031578064,0.10389139503240585,2.2010219254298136e-05,0.19505807757377625
9,0.08875880295443174,0.8239020515571941,0.9488836526870728,0.8238967657089233,3.6677469324786216e-05,0.14327183365821838,0.9705135822296143,0.0887526124715805,3.66783315257635e-05,0.1668674498796463
10,0.07886973408912086,0.8159166737036272,0.949379026889801,0.8159082531929016,6.111803668318316e-05,0.13735152781009674,0.9738359451293945,0.07886054366827011,6.111724360380322e-05,0.14986521005630493
11,0.07007604055755062,0.6074117346845492,0.9623156189918518,0.607399582862854,0.000101842699223198,0.11951935291290283,0.976806640625,0.07006238400936127,0.00010184437996940687,0.13400809466838837
12,0.06193758594578133,0.5907225930931592,0.9633514285087585,0.5907042622566223,0.0001696995459496975,0.1089993268251419,0.9795269966125488,0.06191680207848549,0.00016969689750112593,0.12251009047031403
13,0.056480153142184374,0.5037223576295256,0.96875,0.5036939382553101,0.0002827543066814542,0.10111843794584274,0.981353759765625,0.056448571383953094,0.00028275855584070086,0.11179095506668091
14,0.05074634769662654,0.43705159576252256,0.9728872776031494,0.4370088279247284,0.00047109328443184495,0.09078095108270645,0.9832614660263062,0.050698645412921906,0.0004711007350124419,0.10119827091693878
15,0.04709447069634286,0.3707311740427306,0.9770028591156006,0.3706655502319336,0.0007847846136428416,0.08374637365341187,0.9844856858253479,0.04702119529247284,0.0007847867673262954,0.09341561049222946
