epoch,loss,reg_prop_pred_loss,val_loss,val_reg_prop_pred_loss,val_x_pred_categorical_accuracy,val_x_pred_loss,val_x_pred_vae_anneal_metric,val_z_mean_log_var_loss,x_pred_categorical_accuracy,x_pred_loss,x_pred_vae_anneal_metric,z_mean_log_var_loss
0,1.132281209919011,1.079437017440796,3.6910647474118132,0.731314480304718,0.5873697996139526,6.650815963745117,3.7017170484432427e-07,0.9739921689033508,0.6518958210945129,1.1851248741149902,3.701716480009054e-07,1.0251039266586304
1,0.7080522347770271,0.6624982953071594,3.148725669775436,0.5360057950019836,0.6425484418869019,5.761446475982666,6.168551180962822e-07,1.1544803380966187,0.7803210616111755,0.7536066174507141,6.168457389321702e-07,1.1567308902740479
2,0.5547332142748698,0.5243109464645386,3.011822250351977,0.44272688031196594,0.65374755859375,5.580915927886963,1.0279263733536936e-06,1.2495054006576538,0.8164101839065552,0.5851547718048096,1.0279378557243035e-06,1.2836545705795288
3,0.4937208601101014,0.47150060534477234,2.8111756915476787,0.400076299905777,0.6759992241859436,5.222273349761963,1.7129348179878434e-06,1.240990161895752,0.8328871726989746,0.5159385204315186,1.7129348179878434e-06,1.3298519849777222
4,0.45674721075716324,0.4410415589809418,2.7656485269318765,0.37400761246681213,0.680031418800354,5.157286167144775,2.854425474652089e-06,1.2145745754241943,0.8447644710540771,0.4724496603012085,2.8544507131300634e-06,1.3102771043777466
5,0.43167025801136416,0.42118510603904724,2.658417071869124,0.36033791303634644,0.6924892067909241,4.956490516662598,4.756613179779379e-06,1.1963675022125244,0.8535447716712952,0.4421495795249939,4.756610451295273e-06,1.2719730138778687
6,0.4141450776331413,0.40770387649536133,2.668528955374191,0.35073113441467285,0.6906380653381348,4.9863176345825195,7.926380931166932e-06,1.159769058227539,0.8596450686454773,0.4205767512321472,7.926462785690092e-06,1.2456352710723877
7,0.3993136855666347,0.3978367745876312,2.5660831358895373,0.342855304479599,0.7028617858886719,4.789295196533203,1.3208476048021112e-05,1.1226615905761719,0.8656319379806519,0.4007742702960968,1.3208246855356265e-05,1.20737886428833
8,0.3878134435325712,0.38988494873046875,2.4939311813952316,0.3358125686645508,0.7113785743713379,4.6520256996154785,2.20104066102067e-05,1.1001977920532227,0.8702549934387207,0.3857152462005615,2.201046299887821e-05,1.1782220602035522
9,0.3765530918844554,0.3848005533218384,2.431696601768038,0.33234381675720215,0.7188869118690491,4.531009674072266,3.6677531170425937e-05,1.06523859500885,0.8759326338768005,0.3682638108730316,3.667790588224307e-05,1.1438685655593872
10,0.36802180454707106,0.38063374161720276,2.4124901170161235,0.32832828164100647,0.7210223078727722,4.496587753295898,6.111803668318316e-05,1.035315752029419,0.8803300261497498,0.3553418219089508,6.111730908742175e-05,1.1112481355667114
11,0.35891931691830464,0.3747676908969879,2.342755202037185,0.32652580738067627,0.7295653820037842,4.358881950378418,0.0001018429029500112,1.008386492729187,0.8845707774162292,0.34296154975891113,0.00010184210259467363,1.0729262828826904
12,0.3521458391902443,0.3721082806587219,2.3126149711324206,0.320838987827301,0.7329567074775696,4.304226875305176,0.0001696995022939518,0.963221549987793,0.8883468508720398,0.3320067822933197,0.00016969809075817466,1.0416139364242554
13,0.34711855127536795,0.36800137162208557,2.302490357142776,0.3167897164821625,0.7339684367179871,4.287926197052002,0.00028275480144657195,0.9374442100524902,0.8904489874839783,0.32595035433769226,0.00028275567456148565,1.0084701776504517
14,0.33980206856644013,0.3650684654712677,2.2734733748791824,0.315986305475235,0.7375293374061584,4.230532169342041,0.00047109354636631906,0.9074004292488098,0.8945868611335754,0.31407430768013,0.0004710937209893018,0.9798272252082825
15,0.3343562950474989,0.3619503676891327,2.183142810615141,0.31052958965301514,0.7484151124954224,4.055068016052246,0.0007847846136428416,0.8777953386306763,0.897290825843811,0.3060249984264374,0.0007847985252737999,0.9395760893821716
16,0.3369215955967099,0.36383700370788574,2.296126225101414,0.3172440230846405,0.734841525554657,4.27384090423584,0.0013070838758721948,0.8933442831039429,0.8963529467582703,0.30880218744277954,0.0013070940040051937,0.921374499797821
17,0.33065305978607057,0.3591550290584564,2.1343489271491323,0.3084873557090759,0.754417359828949,3.9583206176757812,0.0021762249525636435,0.86811363697052,0.8993237018585205,0.3001137673854828,0.0021762161049991846,0.9364070892333984
18,0.32262802071782304,0.35503843426704407,2.1111367407129773,0.3050110340118408,0.7571457028388977,3.914346694946289,0.003621213138103485,0.8051456809043884,0.9035305976867676,0.28700965642929077,0.003621155396103859,0.88590407371521
19,0.3209460538645619,0.3549073338508606,2.046435196008255,0.30703678727149963,0.7653869986534119,3.781517267227173,0.006019847933202982,0.7170546650886536,0.9049979448318481,0.2821091115474701,0.006019938737154007,0.8099433779716492
20,0.31803325766414553,0.35359087586402893,2.0044913754534366,0.3054300844669342,0.7706032395362854,3.697441816329956,0.009991406463086605,0.6114978790283203,0.9071090221405029,0.2753852307796478,0.00999140739440918,0.7096744179725647
21,0.3176171733610618,0.3531161844730377,1.9849216430934506,0.3030642867088318,0.7730201482772827,3.6584837436676025,0.016539553180336952,0.5015109181404114,0.9080461263656616,0.27222976088523865,0.01653938740491867,0.597859263420105
22,0.3163262225799449,0.3516738712787628,1.9756677533263591,0.3005022704601288,0.7741424441337585,3.640388011932373,0.027261018753051758,0.38317838311195374,0.9093090891838074,0.2681041359901428,0.02726125717163086,0.472255140542984
23,0.31597721678685264,0.3502855896949768,1.942995011806488,0.29939883947372437,0.7782856822013855,3.5736093521118164,0.0446171797811985,0.29096466302871704,0.9101224541664124,0.26542338728904724,0.04461691528558731,0.36410197615623474
24,0.3149515578712963,0.34958046674728394,1.947272217095788,0.29573020339012146,0.7776844501495361,3.5833077430725098,0.07220326364040375,0.21476887166500092,0.9117216467857361,0.2605535089969635,0.07220401614904404,0.27379679679870605
25,0.31647610768849943,0.34953925013542175,1.9504487149751009,0.2968670129776001,0.7775591611862183,3.585320234298706,0.11479587852954865,0.162990540266037,0.9119749665260315,0.25950780510902405,0.11479721963405609,0.20824025571346283
26,0.32082404228602107,0.3490709066390991,1.974356863925706,0.2980212867259979,0.7749606966972351,3.627201795578003,0.1777019053697586,0.1321922391653061,0.9107083678245544,0.2630422115325928,0.17770299315452576,0.16620343923568726
27,0.32743393352413813,0.3488810658454895,1.9919333911653776,0.30013251304626465,0.7733196020126343,3.653653621673584,0.2647683024406433,0.11360888928174973,0.9086737632751465,0.26904115080833435,0.26476991176605225,0.139539897441864
28,0.3358675464614604,0.34901776909828186,2.065538607426544,0.29906129837036133,0.7645305395126343,3.795315980911255,0.37503790855407715,0.09785672277212143,0.9059475064277649,0.27731603384017944,0.3750326931476593,0.12105759978294373
29,0.3414717686046941,0.3491973578929901,2.0371432322174754,0.2952452600002289,0.7681384086608887,3.737173080444336,0.5,0.0837363600730896,0.9043289422988892,0.2822941839694977,0.5,0.10290434956550598
30,0.3456159431319404,0.34934794902801514,2.090901182658637,0.29629090428352356,0.7620795369148254,3.8348312377929688,0.6249620318412781,0.0810941755771637,0.9028802514076233,0.2868134081363678,0.6249585151672363,0.08811772614717484
31,0.35080893621321313,0.3503510355949402,2.106792992620326,0.29737818241119385,0.7602569460868835,3.864206314086914,0.7352313995361328,0.070728600025177,0.9009832739830017,0.2925969660282135,0.7352297306060791,0.07979769259691238
32,0.3475643792415103,0.3472978472709656,2.067085845256919,0.2935411036014557,0.7646157741546631,3.793943405151367,0.8222978115081787,0.05677599832415581,0.9018306732177734,0.2900460660457611,0.8223110437393188,0.07027226686477661
33,0.34210678984804427,0.34629353880882263,2.1415865367917872,0.29693135619163513,0.7554097175598145,3.9423272609710693,0.8852025270462036,0.04960901290178299,0.902767539024353,0.28704842925071716,0.8851979374885559,0.05746852234005928
34,0.3403740263293701,0.3460501432418823,2.102885302323014,0.2927304804325104,0.7596653699874878,3.8737406730651855,0.9277958273887634,0.0423579216003418,0.9028037786483765,0.2874101996421814,0.9278002977371216,0.050967443734407425
35,0.3338428506120816,0.3459317088127136,2.081039150259388,0.2974817156791687,0.76242595911026,3.82924222946167,0.9553831815719604,0.03700452670454979,0.905167818069458,0.28033533692359924,0.9553768038749695,0.043353330343961716
36,0.3322739397146069,0.3452431261539459,2.0859047183349952,0.28930479288101196,0.7613289952278137,3.846928358078003,0.9727396965026855,0.036572713404893875,0.9054232835769653,0.27988046407699585,0.9727355241775513,0.04052937775850296
37,0.3260159128048583,0.34312987327575684,2.0137713916266144,0.29097500443458557,0.7700780034065247,3.7059054374694824,0.9834598302841187,0.031177688390016556,0.907421350479126,0.27353450655937195,0.9834675192832947,0.03596201911568642
38,0.3238461142241059,0.34307628870010376,2.0598445819385014,0.2926393747329712,0.7643195390701294,3.798717737197876,0.990007221698761,0.028618697077035904,0.9080331325531006,0.27179402112960815,0.990000307559967,0.03315320983529091
39,0.3186854048692722,0.3412867784500122,2.018140782171221,0.2889133095741272,0.7691275477409363,3.7212302684783936,0.9939800500869751,0.026296935975551605,0.9098278880119324,0.26636919379234314,0.9939766526222229,0.029894856736063957
40,0.31630086013192127,0.34205374121665955,1.9873276993409912,0.2898426949977875,0.7729892730712891,3.6589839458465576,0.9963778853416443,0.025922182947397232,0.910948634147644,0.2629202902317047,0.9963797926902771,0.027728041633963585
41,0.31379874888963016,0.3401707708835602,1.963648098618237,0.28891509771347046,0.7757365703582764,3.6146953105926514,0.9978248476982117,0.02373627945780754,0.9118446707725525,0.2605384886264801,0.99781334400177,0.026947004720568657
42,0.3112697985415069,0.3397566080093384,1.992597283712074,0.2868407666683197,0.7719250321388245,3.6761369705200195,0.9986935257911682,0.02224644273519516,0.9124038219451904,0.25835880637168884,0.99869704246521,0.024456432089209557
