epoch,loss,val_loss,val_x_pred_categorical_accuracy,val_x_pred_loss,val_x_pred_vae_anneal_metric,val_z_mean_log_var_loss,x_pred_categorical_accuracy,x_pred_loss,x_pred_vae_anneal_metric,z_mean_log_var_loss
0,0.9723058538861112,5.523704812934362,0.6572978496551514,5.523702621459961,3.7017170484432427e-07,1.0306199789047241,0.7130787968635559,0.9723055958747864,3.70178554476297e-07,1.1628146171569824
1,0.5624725865463794,4.86062846653202,0.6984367370605469,4.860627174377441,6.168552886265388e-07,0.9043440818786621,0.8231480121612549,0.5624719858169556,6.168447725940496e-07,1.0314620733261108
2,0.4317585834356349,4.522445201873779,0.7194176316261292,4.5224432945251465,1.027928306029935e-06,0.7743093967437744,0.8561418652534485,0.43175745010375977,1.0279408115820843e-06,0.8842803239822388
3,0.35934152527739727,4.30389086076015,0.7329772114753723,4.303889751434326,1.7129349316746811e-06,0.6766727566719055,0.8782180547714233,0.35934051871299744,1.7129349316746811e-06,0.7546306848526001
4,0.3097774924087359,4.102307056515945,0.7454847097396851,4.102305889129639,2.85442592939944e-06,0.5961621403694153,0.8942935466766357,0.3097756803035736,2.85446685666102e-06,0.6556284427642822
5,0.2757566850836879,3.631309039852162,0.7747066020965576,3.6313059329986572,4.756613179779379e-06,0.5087645649909973,0.9055224061012268,0.2757537066936493,4.756623184221098e-06,0.5864381790161133
6,0.24756783704100696,3.361077669370977,0.7914717793464661,3.361074209213257,7.926378202682827e-06,0.43725889921188354,0.9148616194725037,0.24756379425525665,7.926470061647706e-06,0.5048844218254089
7,0.22590962525807937,3.2311416289966957,0.7995330691337585,3.2311370372772217,1.3208477867010515e-05,0.40951505303382874,0.9221065044403076,0.2259039431810379,1.3208175914769527e-05,0.4342438280582428
8,0.2056426994722059,2.967408542188338,0.81589674949646,2.967399835586548,2.20104066102067e-05,0.34159770607948303,0.928900957107544,0.20563390851020813,2.2010253815096803e-05,0.3957042396068573
9,0.20358999504786843,2.7641921883420006,0.8285040855407715,2.7641777992248535,3.667747296276502e-05,0.36146336793899536,0.9294896125793457,0.2035757303237915,3.667830605991185e-05,0.38668444752693176
10,0.17969190831614118,2.7430767852407665,0.8298153281211853,2.7430567741394043,6.111803668318316e-05,0.32451656460762024,0.9375299215316772,0.17966991662979126,6.111725087976083e-05,0.36077576875686646
11,0.17084252922986712,2.5461826830947953,0.8420313000679016,2.5461535453796387,0.00010184272105107084,0.2883273959159851,0.9403793811798096,0.17080900073051453,0.00010184423445025459,0.328730970621109
12,0.16037351018703444,2.388074442512631,0.8518418669700623,2.3880302906036377,0.00016969957505352795,0.26112884283065796,0.9439494013786316,0.1603240668773651,0.00016969697026070207,0.29138147830963135
13,0.1490788912580304,2.536455926499836,0.8426370024681091,2.5363879203796387,0.0002827543066814542,0.23897436261177063,0.9477745890617371,0.1490049958229065,0.0002827583812177181,0.2612907886505127
